timestamp,channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7
2016-02-05 10:28:25.311,32.61354064941406,1.941686749458313,-95.04813385009766,-0.9964582324028015,1.1853537559509277,-2.083596706390381,0.0004989266162738204,0.0017771599814295769
2016-02-05 10:28:25.411,10.470193862915039,-2.2314913272857666,-7.235934734344482,-0.31191226840019226,-1.1821280717849731,0.07687055319547653,-0.00014169214409776032,0.00023757218150421977
2016-02-05 10:28:25.511,10.001972198486328,-2.659921884536743,-6.911234378814697,-0.32462430000305176,-1.1868609189987183,0.07995032519102097,-0.00014269350504036993,0.00023456809867639095
2016-02-05 10:28:25.611,9.723129272460938,-3.060213088989258,-6.994583606719971,-0.3305884599685669,-1.1816595792770386,0.08254958689212799,-0.00014369486598297954,0.00023306606453843415
2016-02-05 10:28:25.711,9.603111267089844,-3.2132129669189453,-6.886312961578369,-0.3301636874675751,-1.177442193031311,0.0835888609290123,-0.00014219283184502274,0.00023156403040047735
2016-02-05 10:28:25.811,9.518143653869629,-3.2362191677093506,-6.707335472106934,-0.3282022178173065,-1.17973792552948,0.08871950954198837,-0.00014269350504036993,0.00023256539134308696
2016-02-05 10:28:25.911,9.221112251281738,-3.393385171890259,-6.62973690032959,-0.33086860179901123,-1.1816389560699463,0.09926136583089828,-0.00014169214409776032,0.00023206470359582454
2016-02-05 10:28:26.011,9.069442749023438,-3.6017963886260986,-6.863664150238037,-0.3362675905227661,-1.183061122894287,0.10443169623613358,-0.00014169214409776032,0.00023206470359582454
2016-02-05 10:28:26.111,9.03869915008545,-3.708329439163208,-7.1788554191589355,-0.3364385962486267,-1.1819860935211182,0.11015987396240234,-0.00014219283184502274,0.00023156403040047735
2016-02-05 10:28:26.211,9.093067169189453,-3.908051013946533,-7.800525188446045,-0.3418285846710205,-1.1804064512252808,0.109928660094738,-0.00014219283184502274,0.00023406742548104376
2016-02-05 10:28:26.311,9.023996353149414,-4.147860527038574,-7.957731246948242,-0.3466987907886505,-1.1786144971847534,0.10786879807710648,-0.00014019010995980352,0.00023256539134308696
2016-02-05 10:28:26.411,9.020602226257324,-4.310887336730957,-7.926895618438721,-0.3498726487159729,-1.1849005222320557,0.10763298720121384,-0.00014019010995980352,0.00023056266945786774
2016-02-05 10:28:26.511,8.877057075500488,-4.505123138427734,-7.872554779052734,-0.3552398681640625,-1.1880625486373901,0.1086462140083313,-0.00014169214409776032,0.00023256539134308696
2016-02-05 10:28:26.612,8.8191499710083,-4.510575771331787,-7.880153656005859,-0.35669732093811035,-1.191632628440857,0.11231647431850433,-0.00014169214409776032,0.00023306606453843415
